position baseline_total baseline_best total the_best top_95 top_90 top_80
1 0.5006481777999999 0.0 0.7511246273999999 0.0 1.1000000000000012e-05 0.10587659999999997 0.29083139999999996
2 0.5004847748 0.0 0.8347151056000002 0.0 2.0800000000000028e-05 0.16933169999999997 0.37988259999999996
3 0.5005802398 0.0 0.8766962921000001 0.0 3.160000000000005e-05 0.22239830000000002 0.43030710000000005
4 0.5006818117000003 0.0 0.9020067197999999 0.0 4.260000000000004e-05 0.26886640000000006 0.4586493000000001
5 0.5005752903 0.0 0.9189599175 0.0 5.400000000000001e-05 0.31030330000000006 0.4733010999999999
6 0.5004162432000001 0.0 0.9311554079000001 0.0 6.580000000000001e-05 0.34794159999999985 0.47878689999999985
7 0.5005916175 0.0 0.9402752318000006 0.0 8.050000000000002e-05 0.38191999999999987 0.47800410000000004
8 0.5007355578999997 0.0 0.9473597469000002 0.0 9.580000000000004e-05 0.41326320000000005 0.4727811999999998
9 0.5009434367999999 0.0 0.9530646936000005 0.0 0.00011160000000000007 0.44228060000000013 0.4646253
10 0.5008700121 0.0 0.9577685826999999 0.0 0.00012450000000000002 0.46930449999999985 0.4543217
11 0.5011176519 0.0 0.9617092064999998 0.0 0.00013860000000000004 0.49449350000000003 0.4426657999999998
12 0.5010420407 0.0 0.965066525 0.0 0.0001522 0.5181102 0.43003920000000007
13 0.5010805877 0.0 0.9679595785000004 0.0 0.00016680000000000004 0.5402946000000002 0.4168051
14 0.5010217963 0.0 0.9704909943000001 0.0 0.00017999999999999998 0.5612108 0.40320420000000007
15 0.5013118295000001 0.0 0.9727251056999998 0.0 0.00019580000000000007 0.5810183999999999 0.3894102999999998
16 0.5010569646000002 0.0 0.9747130509 0.0 0.00020980000000000009 0.5997198 0.37569680000000005
17 0.5012353743999999 0.0 0.9764756649999999 0.0 0.00023189999999999992 0.6170469 0.3624700999999999
18 0.5014636081999999 0.0 0.9780604547999994 0.0 0.00025199999999999995 0.6335151 0.3493903000000001
19 0.5014378115000002 0.0 0.9794951433999998 0.0 0.00027260000000000007 0.6491502999999998 0.33650189999999996
20 0.5014075193999998 0.0 0.9808047497000001 0.0 0.0002930000000000001 0.6640516000000001 0.32386239999999994
21 0.5015376718999999 0.0 0.9820033013000001 0.0 0.00031030000000000006 0.6781758000000002 0.31164830000000004
22 0.5016200725000001 0.0 0.9831154462999998 0.0 0.00032820000000000006 0.6916827000000002 0.2997305000000001
23 0.5017304973000001 0.0 0.9841399237999999 0.0 0.0003508999999999999 0.7045386999999999 0.28819299999999987
24 0.5016839266000003 0.0 0.9850904682000002 0.0 0.0003700999999999999 0.7168539000000004 0.27698649999999997
25 0.5015818886000001 0.0 0.9859754537999998 0.0 0.00039019999999999984 0.7285623999999998 0.2661882
26 0.5018058839999997 0.0 0.9868022062999999 0.0 0.0004081999999999999 0.7397428999999999 0.2557747
27 0.5016916007000002 0.0 0.9875750731 0.0 0.00043490000000000005 0.750131 0.24602630000000006
28 0.5020103126000002 0.0 0.9882989158999997 0.0 0.00045810000000000013 0.7601748000000004 0.23651859999999997
29 0.5018565368000001 0.0 0.9889764722999992 0.0 0.0004841000000000001 0.7697648000000001 0.2273582
30 0.5018940011000003 0.0 0.9896188646999994 0.0 0.0005087 0.7789519999999998 0.21852089999999993
31 0.5021124928999999 0.0 0.9902291980999994 0.0 0.0005336000000000001 0.7878240000000002 0.20993539999999997
32 0.5019947031000003 0.0 0.9908047580999999 0.0 0.0005613 0.7962259 0.2017716999999999
33 0.5020889435000001 0.0 0.9913526423999999 0.0 0.0005883999999999999 0.8042833999999998 0.19391719999999998
34 0.5021926555 0.0 0.9918756600000002 0.0 0.0006145000000000002 0.8120698000000001 0.18628890000000006
35 0.5021123238000001 0.0 0.9923737805999999 0.0 0.0006388 0.8195252000000005 0.17897380000000002
36 0.5020215130000003 0.0 0.9928514354000002 0.0 0.0006643000000000002 0.8267077999999999 0.17190249999999996
37 0.5021834855999997 0.0 0.9933044330999999 0.0 0.0006959999999999998 0.8333146 0.1653739
38 0.5024625416999998 0.0 0.9937390570000001 0.0 0.0007304000000000001 0.8397161999999997 0.15903440000000002
39 0.5023622648 0.0 0.9941553213999998 0.0 0.0007652999999999999 0.8458603999999998 0.15293890000000004
40 0.5024018213000001 0.0 0.9945567961999999 0.0 0.0008007 0.8517879000000005 0.14704250000000002
41 0.5023681632999998 0.0 0.9949421793000005 0.0 0.0008369999999999996 0.8574826 0.14136730000000003
42 0.5025490134999999 0.0 0.9953150599000002 0.0 0.0008711999999999999 0.8629613000000006 0.13590269999999996
43 0.5026940245000001 0.0 0.9956752512000002 0.0 0.0009044000000000002 0.8682683999999996 0.13060450000000004
44 0.5025842148 0.0 0.9960201439000003 0.0 0.0009378999999999999 0.8733128999999995 0.12556449999999997
45 0.5027663609000002 0.0 0.9963552083 0.0 0.0009707999999999999 0.8781757000000003 0.12069940000000003
46 0.5027540849000002 0.0 0.9966787905 0.0 0.0010061999999999998 0.8828825000000003 0.11598099999999999
47 0.5028085397000001 0.0 0.9969946301 0.0 0.0010500000000000002 0.8873106999999999 0.11153109999999994
48 0.5027888456 0.0 0.9972993786999999 0.0 0.0010970000000000003 0.8914930999999997 0.10731969999999999
49 0.5028017124 0.0 0.9975928627000006 0.0 0.0011388000000000004 0.8955075000000002 0.10327650000000002
50 0.5030291737 0.0 0.9978813279999998 0.0 0.0011826000000000002 0.899454 0.09929910000000002
51 0.5029652969999998 0.0 0.9981604920999998 0.0 0.0012254000000000002 0.9032569999999996 0.0954634
52 0.5029311621999998 0.0 0.9984328490000002 0.0 0.0012697999999999997 0.9069162000000006 0.091768
53 0.5032336982000001 0.0 0.9986978610000001 0.0 0.0013152999999999997 0.9104441999999999 0.0882009
54 0.5030879724000001 0.0 0.9989545946999998 0.0 0.0013607000000000005 0.9138064000000002 0.0847993
55 0.5031716137 0.0 0.9992054457999996 0.0 0.0014058999999999999 0.9170571 0.08150919999999999
56 0.5030224957000002 0.0 0.9994497309999997 0.0 0.0014563999999999996 0.9201645000000004 0.07835500000000001
57 0.5033667233999999 0.0 0.9996890776999998 0.0 0.0015150000000000005 0.9231099999999997 0.07535379999999998
58 0.5033995607999998 0.0 0.9999236852999991 0.0 0.0015736999999999993 0.9258783999999995 0.07253109999999996
59 0.5034295649 0.0 1.0001523715999996 0.0 0.0016265000000000003 0.9285811000000004 0.06977820000000003
60 0.5035731741000002 0.0 1.0003777387000001 0.0 0.0016832000000000001 0.9311993 0.06710610000000003
61 0.5034552507000002 0.0 1.0005987743999996 0.0 0.0017435999999999997 0.9337573 0.06449079999999999
62 0.5035786927999998 0.0 1.0008136382 0.0 0.0018053000000000001 0.9361870999999999 0.06200040000000001
63 0.5035789674000001 0.0 1.0010234629000003 0.0 0.0018635999999999993 0.9385248000000002 0.05960609999999999
64 0.5035523752000001 0.0 1.0012296373000005 0.0 0.0019229999999999998 0.9407915000000002 0.05728060000000001
65 0.5035123136 0.0 1.0014310479000001 0.0 0.0019866999999999997 0.9429452000000005 0.0550639
66 0.5036219582 0.0 1.0016285582999997 0.0 0.0020520000000000004 0.9450082999999995 0.052936299999999985
67 0.5036865897999999 0.0 1.0018236991000002 0.0 0.0021282000000000002 0.9469970000000002 0.05087200000000002
68 0.5038846635 0.0 1.0020163198000003 0.0 0.0022057000000000005 0.9488237 0.048968400000000016
69 0.5039701137000003 0.0 1.0022053013 0.0 0.0022792000000000003 0.9505856999999996 0.04713329999999999
70 0.5040148137999998 0.0 1.0023915052999994 0.0 0.0023572000000000003 0.9523056999999998 0.045335600000000004
71 0.5038904181 0.0 1.0025734572000002 0.0 0.0024329 0.9539565999999999 0.0436093
72 0.5042134796 0.0 1.0027529240999997 0.0 0.0025118000000000007 0.9555600000000003 0.04192700000000001
73 0.5041362799999999 0.0 1.0029306380999996 0.0 0.0025900000000000003 0.9571237999999999 0.0402851
74 0.5041705743999999 0.0 1.0031034486000003 0.0 0.0026675000000000006 0.9586145999999998 0.038716999999999994
75 0.504341798 0.0 1.0032735516999998 0.0 0.002744499999999999 0.9600423999999999 0.03721240000000001
76 0.5041314048000001 0.0 1.0034421144999999 0.0 0.002832 0.9614140999999999 0.035753299999999995
77 0.5043236654999999 0.0 1.0036090941000004 0.0 0.0029249999999999996 0.9627327999999997 0.0343416
78 0.5043862555000002 0.0 1.0037748415 0.0 0.0030203 0.9639356000000001 0.03304349999999999
79 0.5043985687999999 0.0 1.0039390016000003 0.0 0.003124600000000001 0.9650927999999994 0.03178229999999999
80 0.5042124236 0.0 1.0041006871 0.0 0.0032288999999999994 0.9662218999999996 0.030548999999999996
81 0.5044547226999999 0.0 1.0042608944 0.0 0.0033307000000000002 0.9673048000000002 0.029364299999999992
82 0.5043600286999999 0.0 1.0044184507000005 0.0 0.0034308999999999984 0.9683452000000001 0.028223700000000008
83 0.5044119918000001 0.0 1.0045732853999998 0.0 0.0035299999999999993 0.9693515000000004 0.02711830000000001
84 0.5044414762000001 0.0 1.0047251771 0.0 0.0036275 0.9703196999999997 0.026052699999999998
85 0.5047815725 0.0 1.0048748092000006 0.0 0.0037289 0.9712198999999996 0.025051100000000007
86 0.5047069371000003 0.0 1.0050233779999997 0.0 0.0038392000000000014 0.9720953999999999 0.024065399999999997
87 0.5046609601999998 0.0 1.0051714128999998 0.0 0.003965099999999998 0.9729161999999996 0.023118700000000002
88 0.5048613039 0.0 1.0053186836 0.0 0.0040977 0.9736661000000004 0.022236200000000005
89 0.5048429513999999 0.0 1.0054648497000003 0.0 0.004229600000000001 0.9743688 0.0214016
90 0.5052071349999998 0.0 1.0056100828 0.0 0.0043558999999999985 0.9750755999999998 0.0205685
91 0.5050148917 0.0 1.0057532812 0.0 0.004481 0.9757621000000001 0.019756899999999994
92 0.5050534351 0.0 1.0058941286 0.0 0.0046023999999999995 0.9763983000000002 0.018999299999999993
93 0.5052564410000002 0.0 1.0060340351000001 0.0 0.0047222 0.9770240000000001 0.0182538
94 0.5053212699999997 0.0 1.0061726933000001 0.0 0.004844400000000001 0.9776315 0.01752409999999999
95 0.5052573001 0.0 1.0063094645000004 0.0 0.004969399999999997 0.9782100000000002 0.01682060000000001
96 0.5052008591999999 0.0 1.0064446436 0.0 0.0051128000000000015 0.9787514 0.01613579999999999
97 0.5052202988999999 0.0 1.0065799152000003 0.0 0.005275600000000002 0.9792329000000002 0.015491499999999998
98 0.5053616578999998 0.0 1.0067151678000006 0.0 0.005435599999999998 0.9796831000000006 0.014881300000000002
99 0.5056091441999999 0.0 1.0068492638 0.0 0.005594500000000001 0.9800772999999997 0.014328200000000003
