 baseline_total baseline_best total the_best top_95 top_90 top_80
1 0.50116864 0.0 0.75192 0.0 0.0 0.0 0.2173
2 0.50000779 0.0 0.83481694 0.0 0.0 0.0 0.32601
3 0.50106888 0.0 0.87733017 0.0 0.0 0.0 0.41072
4 0.50019599 0.0 0.9025911 0.0 0.0 0.0 0.48049
5 0.50091115 0.0 0.91985094 0.0 0.0 0.0 0.53785
6 0.50175122 0.0 0.93218979 0.0 0.0 0.0 0.58653
7 0.50172648 0.0 0.94157456 0.0 0.0 0.0 0.62956
8 0.50217321 0.0 0.94885782 0.0 0.0 0.0 0.66711
9 0.5010988 0.0 0.95463128 0.0 0.0 0.0 0.6993
10 0.50047703 0.0 0.95941537 0.0 0.0 0.0 0.72769
11 0.5023311 0.0 0.96333141 0.0 0.0 0.0 0.75243
12 0.50272649 0.0 0.9668949 0.0 0.0 0.0 0.77572
13 0.50128459 0.0 0.96993393 0.0 0.0 0.0 0.79611
14 0.50118498 0.0 0.97258444 0.0 0.0 0.0 0.81475
15 0.49980938 0.0 0.97488978 0.0 0.0 0.0 0.83114
16 0.50225009 0.0 0.97702776 0.0 0.0 0.0 0.84648
17 0.50100722 0.0 0.97890046 0.0 0.0 0.0 0.86006
18 0.50152049 0.0 0.98054198 0.0 0.0 0.0 0.87167
19 0.50203011 0.0 0.98210094 0.0 0.0 0.0 0.88331
20 0.50134481 0.0 0.98344681 0.0 0.0 0.0 0.89266
21 0.50248636 0.0 0.98472025 0.0 0.0 0.0 0.90137
22 0.50379864 0.0 0.98597054 0.0 0.0 0.0 0.90992
23 0.50242237 0.0 0.98710279 0.0 0.0 1e-05 0.91776
24 0.50258712 0.0 0.98816025 0.0 0.0 1e-05 0.92503
25 0.50306917 0.0 0.98912131 0.0 0.0 2e-05 0.93097
26 0.5026998 0.0 0.990028 0.0 0.0 2e-05 0.93683
27 0.50216276 0.0 0.99089585 0.0 0.0 2e-05 0.94203
28 0.50301338 0.0 0.99169308 0.0 0.0 2e-05 0.94682
29 0.5027188 0.0 0.99243274 0.0 0.0 3e-05 0.95096
30 0.50336104 0.0 0.99315 0.0 0.0 4e-05 0.95478
31 0.50590501 0.0 0.99385258 0.0 0.0 4e-05 0.95868
32 0.50185637 0.0 0.99451866 0.0 0.0 4e-05 0.96208
33 0.50278781 0.0 0.99513027 0.0 0.0 4e-05 0.96545
34 0.50284924 0.0 0.99573271 0.0 0.0 4e-05 0.9682
35 0.50387964 0.0 0.99630919 0.0 0.0 4e-05 0.97078
36 0.50210276 0.0 0.99685628 0.0 0.0 5e-05 0.97287
37 0.50519155 0.0 0.997382 0.0 0.0 5e-05 0.97508
38 0.50513172 0.0 0.99789068 0.0 0.0 5e-05 0.97719
39 0.50544893 0.0 0.99841254 0.0 0.0 5e-05 0.97944
40 0.50264338 0.0 0.99889501 0.0 0.0 5e-05 0.98105
41 0.50393096 0.0 0.9993465 0.0 0.0 5e-05 0.98246
42 0.50242072 0.0 0.99982414 0.0 0.0 6e-05 0.98392
43 0.50535724 0.0 1.00026735 0.0 0.0 6e-05 0.98517
44 0.50377701 0.0 1.00069376 0.0 0.0 6e-05 0.98652
45 0.50565777 0.0 1.00110685 0.0 0.0 6e-05 0.98758
46 0.5038491 0.0 1.00152864 0.0 0.0 7e-05 0.98858
47 0.50367188 0.0 1.00192661 0.0 0.0 7e-05 0.98951
48 0.50593553 0.0 1.00231467 0.0 0.0 7e-05 0.99032
49 0.50430294 0.0 1.00268506 0.0 0.0 9e-05 0.99103
50 0.50624099 0.0 1.00305009 0.0 0.0 9e-05 0.99169
51 0.50562605 0.0 1.00341486 0.0 0.0 9e-05 0.99245
52 0.50542734 0.0 1.0037721 0.0 0.0 0.0001 0.99312
53 0.50566773 0.0 1.00410808 0.0 0.0 0.0001 0.99343
54 0.50634544 0.0 1.00444209 0.0 0.0 0.0001 0.99409
55 0.50573211 0.0 1.00476003 0.0 0.0 0.0001 0.99449
56 0.50606973 0.0 1.00510129 0.0 0.0 0.0001 0.99485
57 0.5062713 0.0 1.00541454 0.0 0.0 0.0001 0.99521
58 0.50652295 0.0 1.00572258 0.0 0.0 0.0001 0.9956
59 0.50542698 0.0 1.0060188 0.0 0.0 0.0001 0.99585
60 0.5067778 0.0 1.00632406 0.0 0.0 0.0001 0.99609
61 0.50585667 0.0 1.00661744 0.0 0.0 0.0001 0.99635
62 0.50729022 0.0 1.00691877 0.0 0.0 0.00012 0.99658
63 0.50659935 0.0 1.00720609 0.0 0.0 0.00014 0.99686
64 0.50608931 0.0 1.00747607 0.0 0.0 0.00014 0.99717
65 0.50706392 0.0 1.00776229 0.0 0.0 0.00014 0.99742
66 0.50601731 0.0 1.00804932 0.0 0.0 0.00015 0.9976
67 0.50802013 0.0 1.00832986 0.0 0.0 0.00015 0.99776
68 0.50648946 0.0 1.00859878 0.0 0.0 0.00018 0.9979
69 0.50583975 0.0 1.00886428 0.0 0.0 0.00018 0.99801
70 0.50624592 0.0 1.00914589 0.0 0.0 0.00018 0.99807
71 0.50862333 0.0 1.00940302 0.0 0.0 0.00018 0.99819
72 0.50728396 0.0 1.00966704 0.0 0.0 0.00018 0.99827
73 0.5077446 0.0 1.00993964 0.0 0.0 0.00019 0.99837
74 0.50990402 0.0 1.01018661 0.0 0.0 0.00022 0.99846
75 0.50868847 0.0 1.01045824 0.0 0.0 0.00023 0.99861
76 0.50741635 0.0 1.01070972 0.0 0.0 0.00026 0.99865
77 0.50737465 0.0 1.01096856 0.0 0.0 0.00029 0.99874
78 0.50823097 0.0 1.01121214 0.0 0.0 0.00029 0.99877
79 0.50889563 0.0 1.01145806 0.0 0.0 0.00029 0.99881
80 0.50949801 0.0 1.01170746 0.0 0.0 0.0003 0.99889
81 0.50896541 0.0 1.01194442 0.0 0.0 0.00031 0.99891
82 0.50747198 0.0 1.01219165 0.0 0.0 0.00034 0.99891
83 0.50853368 0.0 1.01244475 0.0 0.0 0.00036 0.99891
84 0.51008986 0.0 1.01268565 0.0 0.0 0.00037 0.99898
85 0.50915394 0.0 1.01290689 0.0 0.0 0.00039 0.99899
86 0.50816821 0.0 1.01313491 0.0 0.0 0.00042 0.99896
87 0.51014104 0.0 1.01337019 0.0 0.0 0.00043 0.999
88 0.50971342 0.0 1.01360536 0.0 0.0 0.00044 0.99901
89 0.50846677 0.0 1.01383286 0.0 0.0 0.00046 0.99905
90 0.50927157 0.0 1.0140691 0.0 0.0 0.00048 0.99905
91 0.50909252 0.0 1.01428551 0.0 0.0 0.00048 0.99907
92 0.50865056 0.0 1.01451628 0.0 0.0 0.00049 0.99912
93 0.50873469 0.0 1.01474298 0.0 0.0 0.0005 0.99913
94 0.50857367 0.0 1.01495952 0.0 0.0 0.00051 0.99912
