 baseline_total baseline_best total the_best top_95 top_90 top_80
1 0.549326 0.09771 0.770259 0.28455 0.0 0.17992 0.13354
2 0.550314 0.1012 0.80667 0.36492 0.0 0.18725 0.11132
3 0.549618 0.10029 0.797878 0.39838 0.0 0.1655 0.07843
4 0.549604 0.10076 0.769871 0.39808 0.0 0.13102 0.04872
5 0.549245 0.0995 0.733449 0.37401 0.0 0.09357 0.02616
6 0.550196 0.10103 0.691074 0.32768 0.0 0.05993 0.01064
7 0.550936 0.10123 0.645493 0.26374 0.0 0.03178 0.00276
8 0.551272 0.10053 0.597843 0.18678 0.0 0.01097 0.0
9 0.550353 0.09897 0.549136 0.09878 0.0 0.0 0.0
10 0.549136 0.09878 0.549136 0.09878 0.0 0.0 0.0
